acf_scores,emd_scores
1.3814553810108903,4.552549060306376
1.2935295338281252,4.141927588805327
1.3787276532531851,1.195820652831425
1.3867450082164867,1.2117702920023998
1.3803779013277089,1.5078351483456418
1.3765646354738574,1.5982141171998612
1.3651837271025418,1.67549466686052
1.3660776846572622,1.73871833441852
1.3504332309902067,1.5718179209105265
1.3287194755820377,1.408077387710525
1.2910018265714747,1.2452721574102572
1.2875721306331378,1.186418518364484
1.2854527979573114,1.3764259203104094
1.262214880810894,1.274127153491584
1.2416130299818342,1.306614087974966
1.2197823223062212,1.2782140109556819
1.2032370461605868,1.374530779081801
1.1785817045779867,1.3727891309036802
1.1559717804339817,1.3683603096359944
1.1296973355572415,1.3354012973263947
1.112657162566879,1.311179552780115
1.08850092791154,1.366196676232342
1.0738752170803916,1.393467002054681
1.0573398243662542,1.3974170841982763
1.0451558448899965,1.3950496432056378
1.0215681536340306,1.4085204803007492
1.0214713272792626,1.4184273062467285
1.0303135864659654,1.441610062687779
1.0207922326283632,1.5123600225301057
0.9751383247250459,1.4729623081280216
0.9705747965933889,1.3572316766020127
0.9523333096111125,1.3448448066813283
0.8660380202087845,1.3231371599543758
0.8252195895957076,1.3435629142665926
0.7991916940483657,1.3407603240927166
0.7601014663372493,1.3998041846639089
0.7480027447894272,1.3916479587200699
0.705877279920757,1.3428889049327335
0.6718059837991306,1.394174613068936
0.6564780438804897,1.407500012820949
0.6515157380357963,1.4309557110191977
0.61567585619088,1.394171475821597
0.6283462661612367,1.4286670297254986
0.6269025856311774,1.32485810126538
0.6432805145119297,1.299790131991659
0.6535359581184134,1.3369387399972001
0.537498999993485,1.3606390000954962
0.5621941288040136,1.3264122820243245
0.5263553460930236,1.5848558840116922
0.5243836965551668,1.339888458407868
0.5674063313082772,1.4001123335780656
0.6129972002573751,1.3947492253529634
0.5734946191582879,1.4377334789148282
0.5799470168550988,1.387124823088125
0.59207003184387,1.39328262482684
0.604498493255396,1.4348851033866425
0.5623017399065756,1.5323351973582504
0.5244191156754043,1.4598542969327781
0.4843237616585784,1.4441966126641932
0.4830401071585439,1.4684659806959244
0.4872957393501229,1.3165316120612296
0.5010111239003134,1.4733561975794436
0.47043854222459025,1.4299902125903132
0.4737074667193973,1.458340815611876
0.5067553419300606,1.3888831046150052
0.48385078160684314,1.4543521218558026
0.4773737035613934,1.4426935376365357
0.48315674718126683,1.4871640360960336
0.4701628114264795,1.3708324965378118
0.4758900266293919,1.3766519321879607
0.4694443911181215,1.3186325540270787
0.4672529349731341,1.3604628660402631
0.4948016120088551,1.4249500436890354
0.46730590850832765,1.4318192834116865
0.4680726121246232,1.2831691771135432
0.46536764280526144,1.2278355343991203
0.4656462440253888,1.490847512970344
0.4675190779203578,1.3774277358102303
0.47249946075697863,1.4774658963468743
0.4646597742027957,1.444469675756797
0.48643785862116845,1.338392093992551
0.47233259421926727,1.2883170173030376
0.47085283689034746,1.2885953632980138
0.46893979253787826,1.4439359321102376
0.4677194804022124,1.324221275757429
0.47392041569571475,1.331073510025803
0.5874588458076232,1.420847550803909
0.48452522536996345,1.3385394077548851
0.4625228869921279,1.3167066186223038
0.5195823641910686,1.2880620040530157
0.5771793140805582,1.282897041766212
0.5478669050645304,1.3540718433666432
0.5249361470560727,1.3682544447032703
0.5552662932410337,1.4172563983516138
0.4712968532192002,1.3905507628478637
0.5139117424281816,1.3943725829213474
0.6024829326310808,1.4231020423949874
0.5468533008722024,1.3369023437533787
0.5383505490666793,1.3896729106277075
0.5273592133825529,1.371099552461168
